var,bin,bin_lo,bin_hi,bin_mid,n,pos_rate,method,brier,logloss,ece,acc@0.5,f1@0.5
mag,6,0.36840001344680806,0.5480600357055665,0.4582300245761873,100000,0.06336,magbinned_isotonic,0.04384558382155317,0.16055314654414754,0.0024475157321919637,0.9449,0.3854561677448137
mag,7,0.5480600357055665,0.7323855638504029,0.6402227997779847,100000,0.02767,uncalibrated,0.022564455243009634,0.09546292339098021,0.03068680208732252,0.97326,0.43894250944187996
mag,7,0.5480600357055665,0.7323855638504029,0.6402227997779847,100000,0.02767,beta,0.020133868330793364,0.0815410304348085,0.0025967816393770633,0.97509,0.3039955294775077
mag,7,0.5480600357055665,0.7323855638504029,0.6402227997779847,100000,0.02767,isotonic,0.020118405389513455,0.08138262105832433,0.002235513758989464,0.97506,0.3125689084895259
mag,7,0.5480600357055665,0.7323855638504029,0.6402227997779847,100000,0.02767,magaware_platt,0.02014066381427041,0.08170582586039472,0.0038287359559005573,0.97508,0.305849582172702
mag,7,0.5480600357055665,0.7323855638504029,0.6402227997779847,100000,0.02767,magbinned_beta,0.020137042363087384,0.08150182072515891,0.0020475776865831723,0.97512,0.30033745781777277
mag,7,0.5480600357055665,0.7323855638504029,0.6402227997779847,100000,0.02767,magbinned_isotonic,0.02015611301820302,0.0842363127460112,0.0015825226225700266,0.97515,0.3475977946967708
mag,8,0.7323855638504029,0.9382651329040523,0.8353253483772276,100000,0.01297,uncalibrated,0.011461581135053618,0.05313076751711184,0.015036047032013748,0.98656,0.30362694300518134
mag,8,0.7323855638504029,0.9382651329040523,0.8353253483772276,100000,0.01297,beta,0.010488665952966734,0.04677690113045448,0.0014070986228314983,0.98735,0.13533834586466165
mag,8,0.7323855638504029,0.9382651329040523,0.8353253483772276,100000,0.01297,isotonic,0.010487040788633663,0.04691451077087535,0.0009905579624657436,0.98737,0.14719783929777178
mag,8,0.7323855638504029,0.9382651329040523,0.8353253483772276,100000,0.01297,magaware_platt,0.010491258512104583,0.046735467593633805,0.001386972549608259,0.98735,0.13769597818677573
mag,8,0.7323855638504029,0.9382651329040523,0.8353253483772276,100000,0.01297,magbinned_beta,0.010501954785622158,0.04676078005145958,0.0010973470309885284,0.98732,0.10829817158931083
mag,8,0.7323855638504029,0.9382651329040523,0.8353253483772276,100000,0.01297,magbinned_isotonic,0.010487130653313997,0.04689483099650315,0.00047078680106360873,0.98732,0.09428571428571429
mag,9,0.9382651329040523,9.392659187316895,5.165462160110473,100000,0.00846,uncalibrated,0.00826377195595415,0.039096348992501126,0.011745166762641883,0.99125,0.18452935694315004
mag,9,0.9382651329040523,9.392659187316895,5.165462160110473,100000,0.00846,beta,0.007311758355001415,0.03387127480226321,0.0011576172911003262,0.99168,0.08370044052863436
mag,9,0.9382651329040523,9.392659187316895,5.165462160110473,100000,0.00846,isotonic,0.007305965681735522,0.03377003886579247,0.0008820494459597928,0.99171,0.09200438116100766
mag,9,0.9382651329040523,9.392659187316895,5.165462160110473,100000,0.00846,magaware_platt,0.007321962824355608,0.03387885754997437,0.0012570322165230412,0.9917,0.08791208791208792
mag,9,0.9382651329040523,9.392659187316895,5.165462160110473,100000,0.00846,magbinned_beta,0.0073122101494663945,0.033781528631135,0.001128148061605408,0.99161,0.058361391694725026
mag,9,0.9382651329040523,9.392659187316895,5.165462160110473,100000,0.00846,magbinned_isotonic,0.007299704141329162,0.03386096281521637,0.0008619756628696597,0.99157,0.043132803632236094
FWHM_WMEAN_I,0,-4.28941011428833,-1.2157548666000366,-2.7525824904441833,99992,0.3348967917433395,uncalibrated,0.07559052547289052,0.2508613667475605,0.05647382193577722,0.8951616129290343,0.8536731759746514
FWHM_WMEAN_I,0,-4.28941011428833,-1.2157548666000366,-2.7525824904441833,99992,0.3348967917433395,beta,0.06909391924215641,0.22917281973486883,0.005430993912710317,0.9045423633890711,0.8553941248655446
FWHM_WMEAN_I,0,-4.28941011428833,-1.2157548666000366,-2.7525824904441833,99992,0.3348967917433395,isotonic,0.06906229435213691,0.2292785222811715,0.004310032138030869,0.9046323705896472,0.8561906198160156
FWHM_WMEAN_I,0,-4.28941011428833,-1.2157548666000366,-2.7525824904441833,99992,0.3348967917433395,magaware_platt,0.0690889578887191,0.22906294420182877,0.006229216118073532,0.9045223617889431,0.8549418825495708
FWHM_WMEAN_I,0,-4.28941011428833,-1.2157548666000366,-2.7525824904441833,99992,0.3348967917433395,magbinned_beta,0.06901267287534513,0.22890226587781598,0.004823032217096369,0.9045923673893912,0.8557299700571636
FWHM_WMEAN_I,0,-4.28941011428833,-1.2157548666000366,-2.7525824904441833,99992,0.3348967917433395,magbinned_isotonic,0.0690232332160861,0.2299360236838309,0.004258669774559218,0.9046023681894552,0.8561388691993304
FWHM_WMEAN_I,1,-1.2157548666000366,-0.8456176519393921,-1.0306862592697144,100003,0.3491095267141986,uncalibrated,0.08058397695571308,0.266048201980525,0.062488960048642433,0.888203353899383,0.8515153929928015
FWHM_WMEAN_I,1,-1.2157548666000366,-0.8456176519393921,-1.0306862592697144,100003,0.3491095267141986,beta,0.07288203191822706,0.2407256473103991,0.004575520129962068,0.8982230533084008,0.8526507803225526
FWHM_WMEAN_I,1,-1.2157548666000366,-0.8456176519393921,-1.0306862592697144,100003,0.3491095267141986,isotonic,0.07283729387034107,0.24088176321819071,0.002630527328462502,0.8986530404087877,0.8540067126661961
FWHM_WMEAN_I,1,-1.2157548666000366,-0.8456176519393921,-1.0306862592697144,100003,0.3491095267141986,magaware_platt,0.07289329341401558,0.24069664209417363,0.006103412185012969,0.8986030419087427,0.8527361449982572
FWHM_WMEAN_I,1,-1.2157548666000366,-0.8456176519393921,-1.0306862592697144,100003,0.3491095267141986,magbinned_beta,0.07284661636891199,0.24053186361088402,0.0036850282124962345,0.8984830455086348,0.8532566274464456
FWHM_WMEAN_I,1,-1.2157548666000366,-0.8456176519393921,-1.0306862592697144,100003,0.3491095267141986,magbinned_isotonic,0.07280689330382185,0.24166105610589955,0.0028683714849305625,0.8987930362089137,0.8542335776936039
FWHM_WMEAN_I,2,-0.8456176519393921,-0.5627645254135132,-0.7041910886764526,99999,0.34556345563455637,uncalibrated,0.079741290442627,0.26279365036033825,0.06160817017393023,0.8879188791887919,0.8497305124286059
FWHM_WMEAN_I,2,-0.8456176519393921,-0.5627645254135132,-0.7041910886764526,99999,0.34556345563455637,beta,0.07217424774321059,0.23799717997591446,0.004438491227115333,0.9005690056900569,0.8544834550483689
FWHM_WMEAN_I,2,-0.8456176519393921,-0.5627645254135132,-0.7041910886764526,99999,0.34556345563455637,isotonic,0.07218311739229454,0.2380168707016349,0.004207477276823678,0.9004890048900489,0.8550874484847603
FWHM_WMEAN_I,2,-0.8456176519393921,-0.5627645254135132,-0.7041910886764526,99999,0.34556345563455637,magaware_platt,0.0721599610778167,0.23798042450016493,0.005891125769898902,0.9004590045900459,0.8538240131578947
FWHM_WMEAN_I,2,-0.8456176519393921,-0.5627645254135132,-0.7041910886764526,99999,0.34556345563455637,magbinned_beta,0.0721336124962456,0.23786806656789947,0.003911515173336488,0.9002490024900249,0.8542753210325634
FWHM_WMEAN_I,2,-0.8456176519393921,-0.5627645254135132,-0.7041910886764526,99999,0.34556345563455637,magbinned_isotonic,0.0721786674756514,0.2394507694689391,0.003660915911789468,0.8999589995899959,0.8542880447448147
FWHM_WMEAN_I,3,-0.5627645254135132,-0.31082335114479065,-0.4367939382791519,99997,0.3400002000060002,uncalibrated,0.07989154378874999,0.2639793722040952,0.06203808330007442,0.889346680400412,0.8491335233082912
FWHM_WMEAN_I,3,-0.5627645254135132,-0.31082335114479065,-0.4367939382791519,99997,0.3400002000060002,beta,0.07212113824206375,0.23889616149662396,0.004225319591322359,0.9003770113103393,0.8518661710037174
FWHM_WMEAN_I,3,-0.5627645254135132,-0.31082335114479065,-0.4367939382791519,99997,0.3400002000060002,isotonic,0.07210842711832491,0.23876357666394923,0.003514871622881611,0.9006070182105463,0.8529842467273131
FWHM_WMEAN_I,3,-0.5627645254135132,-0.31082335114479065,-0.4367939382791519,99997,0.3400002000060002,magaware_platt,0.07211423393444995,0.2388971131848231,0.004973619784313102,0.9003270098102943,0.8513253479318009
FWHM_WMEAN_I,3,-0.5627645254135132,-0.31082335114479065,-0.4367939382791519,99997,0.3400002000060002,magbinned_beta,0.07209425948208222,0.23876143967336091,0.003030226483774784,0.9005570167105014,0.8524453941120608
FWHM_WMEAN_I,3,-0.5627645254135132,-0.31082335114479065,-0.4367939382791519,99997,0.3400002000060002,magbinned_isotonic,0.07218187893076364,0.23941989316342407,0.003628274740219016,0.9000370011100333,0.8520951704545454
FWHM_WMEAN_I,4,-0.31082335114479065,-0.06873819977045059,-0.18978077545762062,100009,0.3412792848643622,uncalibrated,0.0780513666982708,0.25848796086223763,0.0599686963904621,0.891609755122039,0.8523723920030506
FWHM_WMEAN_I,4,-0.31082335114479065,-0.06873819977045059,-0.18978077545762062,100009,0.3412792848643622,beta,0.07094005627527587,0.2347288947255968,0.005531372877073222,0.9021088102070813,0.8544973544973545
FWHM_WMEAN_I,4,-0.31082335114479065,-0.06873819977045059,-0.18978077545762062,100009,0.3412792848643622,isotonic,0.07092743379914229,0.23464769632858132,0.0045231774518281025,0.9019588237058664,0.8550221052475936
FWHM_WMEAN_I,4,-0.31082335114479065,-0.06873819977045059,-0.18978077545762062,100009,0.3412792848643622,magaware_platt,0.0709340522459384,0.2346999113157799,0.006519127999060329,0.9022487976082153,0.8542418368868346
FWHM_WMEAN_I,4,-0.31082335114479065,-0.06873819977045059,-0.18978077545762062,100009,0.3412792848643622,magbinned_beta,0.07089067199930017,0.2345450061231957,0.005234671917402475,0.9020488156065954,0.854611297456143
FWHM_WMEAN_I,4,-0.31082335114479065,-0.06873819977045059,-0.18978077545762062,100009,0.3412792848643622,magbinned_isotonic,0.07094464565837233,0.23597130649680462,0.00403652115760777,0.9021688048075673,0.8551677176777097
FWHM_WMEAN_I,5,-0.06873819977045059,0.18244241178035736,0.056852106004953384,99980,0.3348269653930786,uncalibrated,0.07752701318560735,0.2565291538262619,0.06212904727054662,0.8926185237047409,0.8517372811136276
FWHM_WMEAN_I,5,-0.06873819977045059,0.18244241178035736,0.056852106004953384,99980,0.3348269653930786,beta,0.06955159201806115,0.23086790157524037,0.004091786150960162,0.9034906981396279,0.8544491876970419
FWHM_WMEAN_I,5,-0.06873819977045059,0.18244241178035736,0.056852106004953384,99980,0.3348269653930786,isotonic,0.06956368470934272,0.2308382055245847,0.0036354942400834713,0.9034706941388277,0.8551618567376525
FWHM_WMEAN_I,5,-0.06873819977045059,0.18244241178035736,0.056852106004953384,99980,0.3348269653930786,magaware_platt,0.06952678899268303,0.23080297932435087,0.005196902596164391,0.9033006601320264,0.8537234847338638
FWHM_WMEAN_I,5,-0.06873819977045059,0.18244241178035736,0.056852106004953384,99980,0.3348269653930786,magbinned_beta,0.06953628574758705,0.23078628475215596,0.0046077921364724335,0.9032706541308262,0.8543414413735974
FWHM_WMEAN_I,5,-0.06873819977045059,0.18244241178035736,0.056852106004953384,99980,0.3348269653930786,magbinned_isotonic,0.0695553670959655,0.23141340917569497,0.003847983075730597,0.9031906381276256,0.8546718517739974
FWHM_WMEAN_I,6,0.18244241178035736,0.4629291594028473,0.3226857855916023,100019,0.335616232915746,uncalibrated,0.0780404341741022,0.2583951432028792,0.05961635401718963,0.8923404553134905,0.8508215344545732
FWHM_WMEAN_I,6,0.18244241178035736,0.4629291594028473,0.3226857855916023,100019,0.335616232915746,beta,0.07103694132954955,0.23482789441085375,0.004716250055347363,0.901588698147352,0.851271512972001
FWHM_WMEAN_I,6,0.18244241178035736,0.4629291594028473,0.3226857855916023,100019,0.335616232915746,isotonic,0.07101143822845815,0.23471645184018733,0.0025903039059466367,0.9017086753516832,0.852065307350839
FWHM_WMEAN_I,6,0.18244241178035736,0.4629291594028473,0.3226857855916023,100019,0.335616232915746,magaware_platt,0.07105262366232895,0.23487154985560368,0.006136555104673076,0.9017586658534879,0.8510625397884015
FWHM_WMEAN_I,6,0.18244241178035736,0.4629291594028473,0.3226857855916023,100019,0.335616232915746,magbinned_beta,0.07102371530222158,0.2348007986692121,0.0036136275213171126,0.9015287095451864,0.851324628273832
FWHM_WMEAN_I,6,0.18244241178035736,0.4629291594028473,0.3226857855916023,100019,0.335616232915746,magbinned_isotonic,0.07108675118539565,0.23570456963305228,0.003702321284284972,0.9015387076455473,0.8517581888246628
FWHM_WMEAN_I,7,0.4629291594028473,0.8054577112197876,0.6341934353113174,99997,0.3288898666960009,uncalibrated,0.07846252623346078,0.25915750995294634,0.06032699350780159,0.8912167365020951,0.8463472512571332
FWHM_WMEAN_I,7,0.4629291594028473,0.8054577112197876,0.6341934353113174,99997,0.3288898666960009,beta,0.07126521410887715,0.23485727654153285,0.004761948824583209,0.9009970299108974,0.8475093188749576
FWHM_WMEAN_I,7,0.4629291594028473,0.8054577112197876,0.6341934353113174,99997,0.3288898666960009,isotonic,0.07125227139987456,0.23482879889767003,0.004494278530221671,0.9006670200106003,0.8477537820149288
FWHM_WMEAN_I,7,0.4629291594028473,0.8054577112197876,0.6341934353113174,99997,0.3288898666960009,magaware_platt,0.07128060453134018,0.2349407638246438,0.006585314785864513,0.9009770293108793,0.8469551777434312
FWHM_WMEAN_I,7,0.4629291594028473,0.8054577112197876,0.6341934353113174,99997,0.3288898666960009,magbinned_beta,0.07125104802593198,0.2347930560482585,0.004609068636798502,0.9003670110103303,0.8467490117057114
FWHM_WMEAN_I,7,0.4629291594028473,0.8054577112197876,0.6341934353113174,99997,0.3288898666960009,magbinned_isotonic,0.07121625196767481,0.23518008587033185,0.004015356558858194,0.9007870236107083,0.8477650416609124
FWHM_WMEAN_I,8,0.8054577112197876,1.3125227808952324,1.05899024605751,100004,0.3251769929202832,uncalibrated,0.07835070653003554,0.2584602390908386,0.06039252929069308,0.890954361825527,0.8444254226407019
FWHM_WMEAN_I,8,0.8054577112197876,1.3125227808952324,1.05899024605751,100004,0.3251769929202832,beta,0.07098726040847832,0.23411289155050904,0.004983399838247379,0.9015039398424063,0.8466018812682987
FWHM_WMEAN_I,8,0.8054577112197876,1.3125227808952324,1.05899024605751,100004,0.3251769929202832,isotonic,0.0709944766717095,0.23414802671710291,0.003827337277798644,0.9013539458421663,0.8471419495793111
FWHM_WMEAN_I,8,0.8054577112197876,1.3125227808952324,1.05899024605751,100004,0.3251769929202832,magaware_platt,0.07098102557785835,0.2341579989306673,0.005524022345807183,0.9012839486420543,0.8456873104698784
FWHM_WMEAN_I,8,0.8054577112197876,1.3125227808952324,1.05899024605751,100004,0.3251769929202832,magbinned_beta,0.0709757111929421,0.23401223654344586,0.0045222997756623196,0.9011739530418783,0.846305771114878
FWHM_WMEAN_I,8,0.8054577112197876,1.3125227808952324,1.05899024605751,100004,0.3251769929202832,magbinned_isotonic,0.07102672507123155,0.2341515452323197,0.004347992931816305,0.9011039558417663,0.8465334243684439
FWHM_WMEAN_I,9,1.3125227808952324,7.523129940032959,4.417826360464096,100000,0.30298,uncalibrated,0.07356134051715,0.24429433384611227,0.057052905062790135,0.89866,0.8446515620688598
FWHM_WMEAN_I,9,1.3125227808952324,7.523129940032959,4.417826360464096,100000,0.30298,beta,0.06680701057419872,0.22132182265206782,0.004764693422404172,0.90752,0.8450246338438852
FWHM_WMEAN_I,9,1.3125227808952324,7.523129940032959,4.417826360464096,100000,0.30298,isotonic,0.06679974154329249,0.22146497174459082,0.003246231002989039,0.90769,0.8461012654007102
FWHM_WMEAN_I,9,1.3125227808952324,7.523129940032959,4.417826360464096,100000,0.30298,magaware_platt,0.06682211576162911,0.22134074031681025,0.006067747853376785,0.90732,0.8441567176727762
FWHM_WMEAN_I,9,1.3125227808952324,7.523129940032959,4.417826360464096,100000,0.30298,magbinned_beta,0.06674238340736843,0.22110595614549156,0.003811501259510891,0.90764,0.8453034972531154
FWHM_WMEAN_I,9,1.3125227808952324,7.523129940032959,4.417826360464096,100000,0.30298,magbinned_isotonic,0.06677516691677778,0.22274028439007082,0.00439092428497842,0.90747,0.8452442675319028
AIRMASS_WMEAN_I,0,-2.433124303817749,-1.4320324659347534,-1.9325783848762512,99992,0.3179554364349148,uncalibrated,0.07865517561613668,0.2608553037285881,0.06166446517514953,0.8911112889031122,0.8418728941559196
AIRMASS_WMEAN_I,0,-2.433124303817749,-1.4320324659347534,-1.9325783848762512,99992,0.3179554364349148,beta,0.07106776465931774,0.2353675718513244,0.005499520523896047,0.9026122089767181,0.8456490727532097
AIRMASS_WMEAN_I,0,-2.433124303817749,-1.4320324659347534,-1.9325783848762512,99992,0.3179554364349148,isotonic,0.07105668413059524,0.2352865714437704,0.00490868416575029,0.9025822065765261,0.846412184854075
AIRMASS_WMEAN_I,0,-2.433124303817749,-1.4320324659347534,-1.9325783848762512,99992,0.3179554364349148,magaware_platt,0.07106423890684609,0.23536394757711956,0.006166254247440956,0.9026622129770382,0.8451909465413306
AIRMASS_WMEAN_I,0,-2.433124303817749,-1.4320324659347534,-1.9325783848762512,99992,0.3179554364349148,magbinned_beta,0.07105219034873075,0.23524538757600644,0.0045716878036988476,0.9025422033762701,0.8457117525055018
AIRMASS_WMEAN_I,0,-2.433124303817749,-1.4320324659347534,-1.9325783848762512,99992,0.3179554364349148,magbinned_isotonic,0.07106552428345472,0.23615617788286344,0.004921751370435582,0.9025622049763982,0.8462594480299181
AIRMASS_WMEAN_I,1,-1.4320324659347534,-0.9276155233383179,-1.1798239946365356,99999,0.3252632526325263,uncalibrated,0.07730398959591732,0.25628601093164755,0.05813059287205046,0.8929089290892909,0.846810762870671
AIRMASS_WMEAN_I,1,-1.4320324659347534,-0.9276155233383179,-1.1798239946365356,99999,0.3252632526325263,beta,0.0705047652518189,0.23359611431849364,0.0037987560652703823,0.9023190231902319,0.8476606363069246
AIRMASS_WMEAN_I,1,-1.4320324659347534,-0.9276155233383179,-1.1798239946365356,99999,0.3252632526325263,isotonic,0.07050694874895425,0.2335677130755964,0.0038380554874454646,0.9020790207902079,0.8479503105590062
AIRMASS_WMEAN_I,1,-1.4320324659347534,-0.9276155233383179,-1.1798239946365356,99999,0.3252632526325263,magaware_platt,0.07050739329441692,0.23352545902407673,0.005598001223929067,0.9022790227902279,0.8471166181670265
AIRMASS_WMEAN_I,1,-1.4320324659347534,-0.9276155233383179,-1.1798239946365356,99999,0.3252632526325263,magbinned_beta,0.0704811469622459,0.23346224036808108,0.003826305947370174,0.9021490214902149,0.847578547284141
AIRMASS_WMEAN_I,1,-1.4320324659347534,-0.9276155233383179,-1.1798239946365356,99999,0.3252632526325263,magbinned_isotonic,0.07051288218778812,0.23465538753409376,0.0036164147871925573,0.9020690206902069,0.8478426376221625
AIRMASS_WMEAN_I,2,-0.9276155233383179,-0.5376896858215332,-0.7326526045799255,99984,0.3271023363738198,uncalibrated,0.07785363488851675,0.25756095802900236,0.06124121244066946,0.8927528404544727,0.8479416894737588
AIRMASS_WMEAN_I,2,-0.9276155233383179,-0.5376896858215332,-0.7326526045799255,99984,0.3271023363738198,beta,0.07031463930590105,0.23243351665991963,0.004663107176063222,0.9034645543286925,0.850740729285869
AIRMASS_WMEAN_I,2,-0.9276155233383179,-0.5376896858215332,-0.7326526045799255,99984,0.3271023363738198,isotonic,0.07030319408869792,0.23244012223670493,0.003393736553151854,0.9032645223235718,0.8511908425133854
AIRMASS_WMEAN_I,2,-0.9276155233383179,-0.5376896858215332,-0.7326526045799255,99984,0.3271023363738198,magaware_platt,0.07031061121635598,0.23248945185301875,0.0055631780763562965,0.9034145463274124,0.8502395980335903
AIRMASS_WMEAN_I,2,-0.9276155233383179,-0.5376896858215332,-0.7326526045799255,99984,0.3271023363738198,magbinned_beta,0.07028859193315826,0.23229746936243897,0.003396041240284684,0.9030244839174267,0.8503518952957155
