var,bin,bin_lo,bin_hi,bin_mid,n,pos_rate,method,brier,logloss,ece,acc@0.5,f1@0.5,brier_base,ece_base,logloss_base,delta_brier,delta_ece,delta_logloss
FWHM_WMEAN_I,3,-0.5627645254135132,-0.31082335114479065,-0.4367939382791519,99997,0.3400002000060002,isotonic,0.07210842711832491,0.23876357666394923,0.003514871622881611,0.9006070182105463,0.8529842467273131,0.07989154378874999,0.06203808330007442,0.2639793722040952,-0.007783116670425083,-0.05852321167719281,-0.02521579554014594
FWHM_WMEAN_I,3,-0.5627645254135132,-0.31082335114479065,-0.4367939382791519,99997,0.3400002000060002,magaware_platt,0.07211423393444995,0.2388971131848231,0.004973619784313102,0.9003270098102943,0.8513253479318009,0.07989154378874999,0.06203808330007442,0.2639793722040952,-0.0077773098543000435,-0.05706446351576132,-0.02508225901927208
FWHM_WMEAN_I,3,-0.5627645254135132,-0.31082335114479065,-0.4367939382791519,99997,0.3400002000060002,magbinned_beta,0.07209425948208222,0.23876143967336091,0.003030226483774784,0.9005570167105014,0.8524453941120608,0.07989154378874999,0.06203808330007442,0.2639793722040952,-0.007797284306667776,-0.059007856816299636,-0.02521793253073426
FWHM_WMEAN_I,3,-0.5627645254135132,-0.31082335114479065,-0.4367939382791519,99997,0.3400002000060002,magbinned_isotonic,0.07218187893076364,0.23941989316342407,0.003628274740219016,0.9000370011100333,0.8520951704545454,0.07989154378874999,0.06203808330007442,0.2639793722040952,-0.007709664857986354,-0.0584098085598554,-0.0245594790406711
FWHM_WMEAN_I,4,-0.31082335114479065,-0.06873819977045059,-0.18978077545762062,100009,0.3412792848643622,uncalibrated,0.0780513666982708,0.25848796086223763,0.0599686963904621,0.891609755122039,0.8523723920030506,0.0780513666982708,0.0599686963904621,0.25848796086223763,0.0,0.0,0.0
FWHM_WMEAN_I,4,-0.31082335114479065,-0.06873819977045059,-0.18978077545762062,100009,0.3412792848643622,beta,0.07094005627527587,0.2347288947255968,0.005531372877073222,0.9021088102070813,0.8544973544973545,0.0780513666982708,0.0599686963904621,0.25848796086223763,-0.0071113104229949264,-0.05443732351338888,-0.023759066136640833
FWHM_WMEAN_I,4,-0.31082335114479065,-0.06873819977045059,-0.18978077545762062,100009,0.3412792848643622,isotonic,0.07092743379914229,0.23464769632858132,0.0045231774518281025,0.9019588237058664,0.8550221052475936,0.0780513666982708,0.0599686963904621,0.25848796086223763,-0.007123932899128507,-0.055445518938634,-0.023840264533656313
FWHM_WMEAN_I,4,-0.31082335114479065,-0.06873819977045059,-0.18978077545762062,100009,0.3412792848643622,magaware_platt,0.0709340522459384,0.2346999113157799,0.006519127999060329,0.9022487976082153,0.8542418368868346,0.0780513666982708,0.0599686963904621,0.25848796086223763,-0.007117314452332393,-0.053449568391401775,-0.023788049546457718
FWHM_WMEAN_I,4,-0.31082335114479065,-0.06873819977045059,-0.18978077545762062,100009,0.3412792848643622,magbinned_beta,0.07089067199930017,0.2345450061231957,0.005234671917402475,0.9020488156065954,0.854611297456143,0.0780513666982708,0.0599686963904621,0.25848796086223763,-0.007160694698970627,-0.054734024473059625,-0.023942954739041927
FWHM_WMEAN_I,4,-0.31082335114479065,-0.06873819977045059,-0.18978077545762062,100009,0.3412792848643622,magbinned_isotonic,0.07094464565837233,0.23597130649680462,0.00403652115760777,0.9021688048075673,0.8551677176777097,0.0780513666982708,0.0599686963904621,0.25848796086223763,-0.00710672103989847,-0.055932175232854334,-0.022516654365433014
