var,bin,bin_lo,bin_hi,bin_mid,n,pos_rate,method,brier,logloss,ece,acc@0.5,f1@0.5,brier_base,ece_base,logloss_base,delta_brier,delta_ece,delta_logloss
FWHM_WMEAN_I,5,-0.06873819977045059,0.18244241178035736,0.056852106004953384,99980,0.3348269653930786,uncalibrated,0.07752701318560735,0.2565291538262619,0.06212904727054662,0.8926185237047409,0.8517372811136276,0.07752701318560735,0.06212904727054662,0.2565291538262619,0.0,0.0,0.0
FWHM_WMEAN_I,5,-0.06873819977045059,0.18244241178035736,0.056852106004953384,99980,0.3348269653930786,beta,0.06955159201806115,0.23086790157524037,0.004091786150960162,0.9034906981396279,0.8544491876970419,0.07752701318560735,0.06212904727054662,0.2565291538262619,-0.00797542116754621,-0.05803726111958646,-0.025661252251021532
FWHM_WMEAN_I,5,-0.06873819977045059,0.18244241178035736,0.056852106004953384,99980,0.3348269653930786,isotonic,0.06956368470934272,0.2308382055245847,0.0036354942400834713,0.9034706941388277,0.8551618567376525,0.07752701318560735,0.06212904727054662,0.2565291538262619,-0.00796332847626463,-0.05849355303046315,-0.025690948301677202
FWHM_WMEAN_I,5,-0.06873819977045059,0.18244241178035736,0.056852106004953384,99980,0.3348269653930786,magaware_platt,0.06952678899268303,0.23080297932435087,0.005196902596164391,0.9033006601320264,0.8537234847338638,0.07752701318560735,0.06212904727054662,0.2565291538262619,-0.00800022419292433,-0.05693214467438223,-0.02572617450191103
FWHM_WMEAN_I,5,-0.06873819977045059,0.18244241178035736,0.056852106004953384,99980,0.3348269653930786,magbinned_beta,0.06953628574758705,0.23078628475215596,0.0046077921364724335,0.9032706541308262,0.8543414413735974,0.07752701318560735,0.06212904727054662,0.2565291538262619,-0.007990727438020304,-0.05752125513407419,-0.025742869074105945
FWHM_WMEAN_I,5,-0.06873819977045059,0.18244241178035736,0.056852106004953384,99980,0.3348269653930786,magbinned_isotonic,0.0695553670959655,0.23141340917569497,0.003847983075730597,0.9031906381276256,0.8546718517739974,0.07752701318560735,0.06212904727054662,0.2565291538262619,-0.007971646089641848,-0.058281064194816025,-0.02511574465056693
FWHM_WMEAN_I,6,0.18244241178035736,0.4629291594028473,0.3226857855916023,100019,0.335616232915746,uncalibrated,0.0780404341741022,0.2583951432028792,0.05961635401718963,0.8923404553134905,0.8508215344545732,0.0780404341741022,0.05961635401718963,0.2583951432028792,0.0,0.0,0.0
FWHM_WMEAN_I,6,0.18244241178035736,0.4629291594028473,0.3226857855916023,100019,0.335616232915746,beta,0.07103694132954955,0.23482789441085375,0.004716250055347363,0.901588698147352,0.851271512972001,0.0780404341741022,0.05961635401718963,0.2583951432028792,-0.00700349284455265,-0.054900103961842264,-0.023567248792025458
FWHM_WMEAN_I,6,0.18244241178035736,0.4629291594028473,0.3226857855916023,100019,0.335616232915746,isotonic,0.07101143822845815,0.23471645184018733,0.0025903039059466367,0.9017086753516832,0.852065307350839,0.0780404341741022,0.05961635401718963,0.2583951432028792,-0.007028995945644045,-0.05702605011124299,-0.023678691362691878
FWHM_WMEAN_I,6,0.18244241178035736,0.4629291594028473,0.3226857855916023,100019,0.335616232915746,magaware_platt,0.07105262366232895,0.23487154985560368,0.006136555104673076,0.9017586658534879,0.8510625397884015,0.0780404341741022,0.05961635401718963,0.2583951432028792,-0.006987810511773246,-0.05347979891251655,-0.023523593347275523
FWHM_WMEAN_I,6,0.18244241178035736,0.4629291594028473,0.3226857855916023,100019,0.335616232915746,magbinned_beta,0.07102371530222158,0.2348007986692121,0.0036136275213171126,0.9015287095451864,0.851324628273832,0.0780404341741022,0.05961635401718963,0.2583951432028792,-0.0070167188718806145,-0.05600272649587251,-0.0235943445336671
FWHM_WMEAN_I,6,0.18244241178035736,0.4629291594028473,0.3226857855916023,100019,0.335616232915746,magbinned_isotonic,0.07108675118539565,0.23570456963305228,0.003702321284284972,0.9015387076455473,0.8517581888246628,0.0780404341741022,0.05961635401718963,0.2583951432028792,-0.00695368298870655,-0.055914032732904656,-0.022690573569826927
FWHM_WMEAN_I,7,0.4629291594028473,0.8054577112197876,0.6341934353113174,99997,0.3288898666960009,uncalibrated,0.07846252623346078,0.25915750995294634,0.06032699350780159,0.8912167365020951,0.8463472512571332,0.07846252623346078,0.06032699350780159,0.25915750995294634,0.0,0.0,0.0
FWHM_WMEAN_I,7,0.4629291594028473,0.8054577112197876,0.6341934353113174,99997,0.3288898666960009,beta,0.07126521410887715,0.23485727654153285,0.004761948824583209,0.9009970299108974,0.8475093188749576,0.07846252623346078,0.06032699350780159,0.25915750995294634,-0.0071973121245836325,-0.05556504468321838,-0.02430023341141349
FWHM_WMEAN_I,7,0.4629291594028473,0.8054577112197876,0.6341934353113174,99997,0.3288898666960009,isotonic,0.07125227139987456,0.23482879889767003,0.004494278530221671,0.9006670200106003,0.8477537820149288,0.07846252623346078,0.06032699350780159,0.25915750995294634,-0.007210254833586227,-0.05583271497757992,-0.024328711055276314
FWHM_WMEAN_I,7,0.4629291594028473,0.8054577112197876,0.6341934353113174,99997,0.3288898666960009,magaware_platt,0.07128060453134018,0.2349407638246438,0.006585314785864513,0.9009770293108793,0.8469551777434312,0.07846252623346078,0.06032699350780159,0.25915750995294634,-0.0071819217021206055,-0.053741678721937074,-0.024216746128302546
FWHM_WMEAN_I,7,0.4629291594028473,0.8054577112197876,0.6341934353113174,99997,0.3288898666960009,magbinned_beta,0.07125104802593198,0.2347930560482585,0.004609068636798502,0.9003670110103303,0.8467490117057114,0.07846252623346078,0.06032699350780159,0.25915750995294634,-0.007211478207528807,-0.055717924871003084,-0.024364453904687833
FWHM_WMEAN_I,7,0.4629291594028473,0.8054577112197876,0.6341934353113174,99997,0.3288898666960009,magbinned_isotonic,0.07121625196767481,0.23518008587033185,0.004015356558858194,0.9007870236107083,0.8477650416609124,0.07846252623346078,0.06032699350780159,0.25915750995294634,-0.0072462742657859736,-0.056311636948943394,-0.023977424082614496
FWHM_WMEAN_I,8,0.8054577112197876,1.3125227808952324,1.05899024605751,100004,0.3251769929202832,uncalibrated,0.07835070653003554,0.2584602390908386,0.06039252929069308,0.890954361825527,0.8444254226407019,0.07835070653003554,0.06039252929069308,0.2584602390908386,0.0,0.0,0.0
FWHM_WMEAN_I,8,0.8054577112197876,1.3125227808952324,1.05899024605751,100004,0.3251769929202832,beta,0.07098726040847832,0.23411289155050904,0.004983399838247379,0.9015039398424063,0.8466018812682987,0.07835070653003554,0.06039252929069308,0.2584602390908386,-0.007363446121557218,-0.0554091294524457,-0.02434734754032955
FWHM_WMEAN_I,8,0.8054577112197876,1.3125227808952324,1.05899024605751,100004,0.3251769929202832,isotonic,0.0709944766717095,0.23414802671710291,0.003827337277798644,0.9013539458421663,0.8471419495793111,0.07835070653003554,0.06039252929069308,0.2584602390908386,-0.007356229858326041,-0.056565192012894436,-0.02431221237373568
FWHM_WMEAN_I,8,0.8054577112197876,1.3125227808952324,1.05899024605751,100004,0.3251769929202832,magaware_platt,0.07098102557785835,0.2341579989306673,0.005524022345807183,0.9012839486420543,0.8456873104698784,0.07835070653003554,0.06039252929069308,0.2584602390908386,-0.007369680952177188,-0.054868506944885896,-0.024302240160171296
FWHM_WMEAN_I,8,0.8054577112197876,1.3125227808952324,1.05899024605751,100004,0.3251769929202832,magbinned_beta,0.0709757111929421,0.23401223654344586,0.0045222997756623196,0.9011739530418783,0.846305771114878,0.07835070653003554,0.06039252929069308,0.2584602390908386,-0.007374995337093432,-0.05587022951503076,-0.02444800254739274
FWHM_WMEAN_I,8,0.8054577112197876,1.3125227808952324,1.05899024605751,100004,0.3251769929202832,magbinned_isotonic,0.07102672507123155,0.2341515452323197,0.004347992931816305,0.9011039558417663,0.8465334243684439,0.07835070653003554,0.06039252929069308,0.2584602390908386,-0.007323981458803988,-0.056044536358876774,-0.024308693858518887
FWHM_WMEAN_I,9,1.3125227808952324,7.523129940032959,4.417826360464096,100000,0.30298,uncalibrated,0.07356134051715,0.24429433384611227,0.057052905062790135,0.89866,0.8446515620688598,0.07356134051715,0.057052905062790135,0.24429433384611227,0.0,0.0,0.0
FWHM_WMEAN_I,9,1.3125227808952324,7.523129940032959,4.417826360464096,100000,0.30298,beta,0.06680701057419872,0.22132182265206782,0.004764693422404172,0.90752,0.8450246338438852,0.07356134051715,0.057052905062790135,0.24429433384611227,-0.00675432994295129,-0.05228821164038596,-0.022972511194044448
FWHM_WMEAN_I,9,1.3125227808952324,7.523129940032959,4.417826360464096,100000,0.30298,isotonic,0.06679974154329249,0.22146497174459082,0.003246231002989039,0.90769,0.8461012654007102,0.07356134051715,0.057052905062790135,0.24429433384611227,-0.006761598973857516,-0.05380667405980109,-0.02282936210152145
FWHM_WMEAN_I,9,1.3125227808952324,7.523129940032959,4.417826360464096,100000,0.30298,magaware_platt,0.06682211576162911,0.22134074031681025,0.006067747853376785,0.90732,0.8441567176727762,0.07356134051715,0.057052905062790135,0.24429433384611227,-0.006739224755520898,-0.05098515720941335,-0.022953593529302013
FWHM_WMEAN_I,9,1.3125227808952324,7.523129940032959,4.417826360464096,100000,0.30298,magbinned_beta,0.06674238340736843,0.22110595614549156,0.003811501259510891,0.90764,0.8453034972531154,0.07356134051715,0.057052905062790135,0.24429433384611227,-0.006818957109781573,-0.05324140380327924,-0.02318837770062071
FWHM_WMEAN_I,9,1.3125227808952324,7.523129940032959,4.417826360464096,100000,0.30298,magbinned_isotonic,0.06677516691677778,0.22274028439007082,0.00439092428497842,0.90747,0.8452442675319028,0.07356134051715,0.057052905062790135,0.24429433384611227,-0.006786173600372231,-0.052661980777811715,-0.021554049456041446
AIRMASS_WMEAN_I,0,-2.433124303817749,-1.4320324659347534,-1.9325783848762512,99992,0.3179554364349148,uncalibrated,0.07865517561613668,0.2608553037285881,0.06166446517514953,0.8911112889031122,0.8418728941559196,0.07865517561613668,0.06166446517514953,0.2608553037285881,0.0,0.0,0.0
AIRMASS_WMEAN_I,0,-2.433124303817749,-1.4320324659347534,-1.9325783848762512,99992,0.3179554364349148,beta,0.07106776465931774,0.2353675718513244,0.005499520523896047,0.9026122089767181,0.8456490727532097,0.07865517561613668,0.06166446517514953,0.2608553037285881,-0.007587410956818932,-0.05616494465125348,-0.02548773187726372
AIRMASS_WMEAN_I,0,-2.433124303817749,-1.4320324659347534,-1.9325783848762512,99992,0.3179554364349148,isotonic,0.07105668413059524,0.2352865714437704,0.00490868416575029,0.9025822065765261,0.846412184854075,0.07865517561613668,0.06166446517514953,0.2608553037285881,-0.007598491485541439,-0.05675578100939924,-0.025568732284817708
AIRMASS_WMEAN_I,0,-2.433124303817749,-1.4320324659347534,-1.9325783848762512,99992,0.3179554364349148,magaware_platt,0.07106423890684609,0.23536394757711956,0.006166254247440956,0.9026622129770382,0.8451909465413306,0.07865517561613668,0.06166446517514953,0.2608553037285881,-0.007590936709290591,-0.05549821092770857,-0.025491356151468553
AIRMASS_WMEAN_I,0,-2.433124303817749,-1.4320324659347534,-1.9325783848762512,99992,0.3179554364349148,magbinned_beta,0.07105219034873075,0.23524538757600644,0.0045716878036988476,0.9025422033762701,0.8457117525055018,0.07865517561613668,0.06166446517514953,0.2608553037285881,-0.007602985267405923,-0.05709277737145068,-0.02560991615258168
AIRMASS_WMEAN_I,0,-2.433124303817749,-1.4320324659347534,-1.9325783848762512,99992,0.3179554364349148,magbinned_isotonic,0.07106552428345472,0.23615617788286344,0.004921751370435582,0.9025622049763982,0.8462594480299181,0.07865517561613668,0.06166446517514953,0.2608553037285881,-0.007589651332681954,-0.05674271380471395,-0.024699125845724673
AIRMASS_WMEAN_I,1,-1.4320324659347534,-0.9276155233383179,-1.1798239946365356,99999,0.3252632526325263,uncalibrated,0.07730398959591732,0.25628601093164755,0.05813059287205046,0.8929089290892909,0.846810762870671,0.07730398959591732,0.05813059287205046,0.25628601093164755,0.0,0.0,0.0
AIRMASS_WMEAN_I,1,-1.4320324659347534,-0.9276155233383179,-1.1798239946365356,99999,0.3252632526325263,beta,0.0705047652518189,0.23359611431849364,0.0037987560652703823,0.9023190231902319,0.8476606363069246,0.07730398959591732,0.05813059287205046,0.25628601093164755,-0.006799224344098423,-0.05433183680678008,-0.022689896613153904
AIRMASS_WMEAN_I,1,-1.4320324659347534,-0.9276155233383179,-1.1798239946365356,99999,0.3252632526325263,isotonic,0.07050694874895425,0.2335677130755964,0.0038380554874454646,0.9020790207902079,0.8479503105590062,0.07730398959591732,0.05813059287205046,0.25628601093164755,-0.006797040846963073,-0.054292537384604996,-0.022718297856051145
AIRMASS_WMEAN_I,1,-1.4320324659347534,-0.9276155233383179,-1.1798239946365356,99999,0.3252632526325263,magaware_platt,0.07050739329441692,0.23352545902407673,0.005598001223929067,0.9022790227902279,0.8471166181670265,0.07730398959591732,0.05813059287205046,0.25628601093164755,-0.006796596301500396,-0.05253259164812139,-0.022760551907570814
AIRMASS_WMEAN_I,1,-1.4320324659347534,-0.9276155233383179,-1.1798239946365356,99999,0.3252632526325263,magbinned_beta,0.0704811469622459,0.23346224036808108,0.003826305947370174,0.9021490214902149,0.847578547284141,0.07730398959591732,0.05813059287205046,0.25628601093164755,-0.0068228426336714165,-0.054304286924680284,-0.022823770563566464
AIRMASS_WMEAN_I,1,-1.4320324659347534,-0.9276155233383179,-1.1798239946365356,99999,0.3252632526325263,magbinned_isotonic,0.07051288218778812,0.23465538753409376,0.0036164147871925573,0.9020690206902069,0.8478426376221625,0.07730398959591732,0.05813059287205046,0.25628601093164755,-0.006791107408129202,-0.0545141780848579,-0.021630623397553783
AIRMASS_WMEAN_I,2,-0.9276155233383179,-0.5376896858215332,-0.7326526045799255,99984,0.3271023363738198,uncalibrated,0.07785363488851675,0.25756095802900236,0.06124121244066946,0.8927528404544727,0.8479416894737588,0.07785363488851675,0.06124121244066946,0.25756095802900236,0.0,0.0,0.0
AIRMASS_WMEAN_I,2,-0.9276155233383179,-0.5376896858215332,-0.7326526045799255,99984,0.3271023363738198,beta,0.07031463930590105,0.23243351665991963,0.004663107176063222,0.9034645543286925,0.850740729285869,0.07785363488851675,0.06124121244066946,0.25756095802900236,-0.0075389955826156985,-0.05657810526460624,-0.025127441369082737
AIRMASS_WMEAN_I,2,-0.9276155233383179,-0.5376896858215332,-0.7326526045799255,99984,0.3271023363738198,isotonic,0.07030319408869792,0.23244012223670493,0.003393736553151854,0.9032645223235718,0.8511908425133854,0.07785363488851675,0.06124121244066946,0.25756095802900236,-0.007550440799818828,-0.05784747588751761,-0.02512083579229743
AIRMASS_WMEAN_I,2,-0.9276155233383179,-0.5376896858215332,-0.7326526045799255,99984,0.3271023363738198,magaware_platt,0.07031061121635598,0.23248945185301875,0.0055631780763562965,0.9034145463274124,0.8502395980335903,0.07785363488851675,0.06124121244066946,0.25756095802900236,-0.007543023672160767,-0.055678034364313164,-0.02507150617598361
AIRMASS_WMEAN_I,2,-0.9276155233383179,-0.5376896858215332,-0.7326526045799255,99984,0.3271023363738198,magbinned_beta,0.07028859193315826,0.23229746936243897,0.003396041240284684,0.9030244839174267,0.8503518952957155,0.07785363488851675,0.06124121244066946,0.25756095802900236,-0.007565042955358495,-0.05784517120038478,-0.02526348866656339
AIRMASS_WMEAN_I,2,-0.9276155233383179,-0.5376896858215332,-0.7326526045799255,99984,0.3271023363738198,magbinned_isotonic,0.07028476987303896,0.23255020400829307,0.0030707141720594587,0.9033545367258762,0.8511667308432808,0.07785363488851675,0.06124121244066946,0.25756095802900236,-0.007568865015477794,-0.05817049826861,-0.02501075402070929
AIRMASS_WMEAN_I,3,-0.5376896858215332,-0.22670906782150269,-0.38219937682151794,100013,0.3350564426624539,uncalibrated,0.07909325927248526,0.2611073862773307,0.060879156586432635,0.8901342825432694,0.8480431475591205,0.07909325927248526,0.060879156586432635,0.2611073862773307,0.0,0.0,0.0
AIRMASS_WMEAN_I,3,-0.5376896858215332,-0.22670906782150269,-0.38219937682151794,100013,0.3350564426624539,beta,0.07175316879071084,0.23650844314348443,0.005265858152020496,0.8997930269065022,0.848988940119941,0.07909325927248526,0.060879156586432635,0.2611073862773307,-0.0073400904817744195,-0.05561329843441214,-0.02459894313384628
AIRMASS_WMEAN_I,3,-0.5376896858215332,-0.22670906782150269,-0.38219937682151794,100013,0.3350564426624539,isotonic,0.07175391172347315,0.23701901817753682,0.0035282584298122204,0.9000329957105576,0.850086966952558,0.07909325927248526,0.060879156586432635,0.2611073862773307,-0.00733934754901211,-0.057350898156620415,-0.024088368099793894
AIRMASS_WMEAN_I,3,-0.5376896858215332,-0.22670906782150269,-0.38219937682151794,100013,0.3350564426624539,magaware_platt,0.07176463883733428,0.23658688673736888,0.006977098162161523,0.8999430074090369,0.8487203132322484,0.07909325927248526,0.060879156586432635,0.2611073862773307,-0.007328620435150979,-0.053902058424271114,-0.024520499539961826
AIRMASS_WMEAN_I,3,-0.5376896858215332,-0.22670906782150269,-0.38219937682151794,100013,0.3350564426624539,magbinned_beta,0.07173523825756346,0.23636394746147285,0.004515082438621428,0.899833021707178,0.8492445675073738,0.07909325927248526,0.060879156586432635,0.2611073862773307,-0.007358021014921792,-0.05636407414781121,-0.02474343881585786
AIRMASS_WMEAN_I,3,-0.5376896858215332,-0.22670906782150269,-0.38219937682151794,100013,0.3350564426624539,magbinned_isotonic,0.07175158601658628,0.2385927460795485,0.0034001269065964002,0.899833021707178,0.8496563316024852,0.07909325927248526,0.060879156586432635,0.2611073862773307,-0.007341673255898976,-0.05747902967983624,-0.02251464019778221
AIRMASS_WMEAN_I,4,-0.22670906782150269,0.06388076394796371,-0.08141415193676949,99996,0.3309832393295732,uncalibrated,0.07713622196958436,0.25476296141946103,0.05922262548810197,0.8924256970278811,0.8490012493156838,0.07713622196958436,0.05922262548810197,0.25476296141946103,0.0,0.0,0.0
AIRMASS_WMEAN_I,4,-0.22670906782150269,0.06388076394796371,-0.08141415193676949,99996,0.3309832393295732,beta,0.06990013965068222,0.23124753207264623,0.003906374869474324,0.9029961198447938,0.8512817367840059,0.07713622196958436,0.05922262548810197,0.25476296141946103,-0.007236082318902146,-0.055316250618627646,-0.023515429346814803
AIRMASS_WMEAN_I,4,-0.22670906782150269,0.06388076394796371,-0.08141415193676949,99996,0.3309832393295732,isotonic,0.06988511286951637,0.2311784183942918,0.003459144004731092,0.9029661186447457,0.8519778493081722,0.07713622196958436,0.05922262548810197,0.25476296141946103,-0.007251109100067987,-0.055763481483370875,-0.02358454302516924
AIRMASS_WMEAN_I,4,-0.22670906782150269,0.06388076394796371,-0.08141415193676949,99996,0.3309832393295732,magaware_platt,0.06989639270931457,0.23120727606435165,0.004999306736645077,0.9029261170446818,0.8507051784862886,0.07713622196958436,0.05922262548810197,0.25476296141946103,-0.007239829260269795,-0.05422331875145689,-0.02355568535510938
AIRMASS_WMEAN_I,4,-0.22670906782150269,0.06388076394796371,-0.08141415193676949,99996,0.3309832393295732,magbinned_beta,0.0698579007624023,0.23112708132352197,0.00388830030070127,0.9029761190447618,0.8514924230828104,0.07713622196958436,0.05922262548810197,0.25476296141946103,-0.007278321207182067,-0.0553343251874007,-0.02363588009593906
AIRMASS_WMEAN_I,4,-0.22670906782150269,0.06388076394796371,-0.08141415193676949,99996,0.3309832393295732,magbinned_isotonic,0.0698513488335756,0.23173735782975993,0.003911067051766193,0.9026461058442338,0.8513445416647579,0.07713622196958436,0.05922262548810197,0.25476296141946103,-0.007284873136008757,-0.05531155843633578,-0.0230256035897011
AIRMASS_WMEAN_I,5,0.06388076394796371,0.359160453081131,0.21152060851454735,99985,0.34265139770965647,uncalibrated,0.07947734895925732,0.26250318620430463,0.06221687065641868,0.8899034855228284,0.8509935567708051,0.07947734895925732,0.06221687065641868,0.26250318620430463,0.0,0.0,0.0
AIRMASS_WMEAN_I,5,0.06388076394796371,0.359160453081131,0.21152060851454735,99985,0.34265139770965647,beta,0.07170981862440463,0.23726668717781046,0.004512760362619394,0.9007751162674401,0.8533719572575044,0.07947734895925732,0.06221687065641868,0.26250318620430463,-0.007767530334852682,-0.05770411029379928,-0.025236499026494164
AIRMASS_WMEAN_I,5,0.06388076394796371,0.359160453081131,0.21152060851454735,99985,0.34265139770965647,isotonic,0.07169297590083834,0.2371656504781153,0.002949743786610738,0.9008151222683403,0.8541810642709053,0.07947734895925732,0.06221687065641868,0.26250318620430463,-0.007784373058418975,-0.05926712686980794,-0.025337535726189325
AIRMASS_WMEAN_I,5,0.06388076394796371,0.359160453081131,0.21152060851454735,99985,0.34265139770965647,magaware_platt,0.07169449128645967,0.23723570013969808,0.0056459030495217225,0.9008251237685653,0.8530222630658406,0.07947734895925732,0.06221687065641868,0.26250318620430463,-0.007782857672797641,-0.056570967606896956,-0.025267486064606548
AIRMASS_WMEAN_I,5,0.06388076394796371,0.359160453081131,0.21152060851454735,99985,0.34265139770965647,magbinned_beta,0.07164607465851772,0.23707791801666228,0.0036482743805478102,0.9006250937640646,0.853399433427762,0.07947734895925732,0.06221687065641868,0.26250318620430463,-0.007831274300739599,-0.05856859627587087,-0.025425268187642347
AIRMASS_WMEAN_I,5,0.06388076394796371,0.359160453081131,0.21152060851454735,99985,0.34265139770965647,magbinned_isotonic,0.0716834647470456,0.2380987463334838,0.0034502649887705166,0.9005050757613642,0.8536154683775273,0.07947734895925732,0.06221687065641868,0.26250318620430463,-0.007793884212211721,-0.05876660566764816,-0.024404439870820832
AIRMASS_WMEAN_I,6,0.359160453081131,0.6434265375137329,0.501293495297432,100007,0.34709570330076894,uncalibrated,0.07938845491701606,0.26167413619440166,0.060361363252200165,0.8893977421580489,0.8518146376753346,0.07938845491701606,0.060361363252200165,0.26167413619440166,0.0,0.0,0.0
AIRMASS_WMEAN_I,6,0.359160453081131,0.6434265375137329,0.501293495297432,100007,0.34709570330076894,beta,0.07216816604520616,0.23785050171385513,0.005003691925186885,0.8997070205085644,0.8534054370067232,0.07938845491701606,0.060361363252200165,0.26167413619440166,-0.007220288871809893,-0.05535767132701328,-0.02382363448054653
AIRMASS_WMEAN_I,6,0.359160453081131,0.6434265375137329,0.501293495297432,100007,0.34709570330076894,isotonic,0.07214185199543119,0.23773905351105337,0.003975230167267833,0.8994070415070945,0.853715282826814,0.07938845491701606,0.060361363252200165,0.26167413619440166,-0.007246602921584869,-0.05638613308493233,-0.02393508268334829
AIRMASS_WMEAN_I,6,0.359160453081131,0.6434265375137329,0.501293495297432,100007,0.34709570330076894,magaware_platt,0.07217731961138721,0.23785440437550961,0.006462474197829565,0.8998270121091524,0.8531214262674838,0.07938845491701606,0.060361363252200165,0.26167413619440166,-0.007211135305628849,-0.0538988890543706,-0.023819731818892048
AIRMASS_WMEAN_I,6,0.359160453081131,0.6434265375137329,0.501293495297432,100007,0.34709570330076894,magbinned_beta,0.07211350327862197,0.23769118840406428,0.00379571760114418,0.8994170408071435,0.8532625344633922,0.07938845491701606,0.060361363252200165,0.26167413619440166,-0.007274951638394089,-0.056565645651055985,-0.023982947790337383
AIRMASS_WMEAN_I,6,0.359160453081131,0.6434265375137329,0.501293495297432,100007,0.34709570330076894,magbinned_isotonic,0.07213161922485302,0.23836446938154648,0.0035009715571446814,0.8995670303078784,0.8539819149245486,0.07938845491701606,0.060361363252200165,0.26167413619440166,-0.007256835692163038,-0.05686039169505548,-0.02330966681285518
AIRMASS_WMEAN_I,7,0.6434265375137329,0.943067193031311,0.793246865272522,99988,0.34419130295635475,uncalibrated,0.0792836664451255,0.26176119631285927,0.06239517156909448,0.8896167540104812,0.8512353250394252,0.0792836664451255,0.06239517156909448,0.26176119631285927,0.0,0.0,0.0
AIRMASS_WMEAN_I,7,0.6434265375137329,0.943067193031311,0.793246865272522,99988,0.34419130295635475,beta,0.07155750366488925,0.23625126727984105,0.004016401042925819,0.9001880225627076,0.8534680213778117,0.0792836664451255,0.06239517156909448,0.26176119631285927,-0.007726162780236245,-0.05837877052616866,-0.025509929033018214
AIRMASS_WMEAN_I,7,0.6434265375137329,0.943067193031311,0.793246865272522,99988,0.34419130295635475,isotonic,0.07157647654128967,0.23628866289764835,0.004164684568195667,0.9006180741689003,0.8548516673726647,0.0792836664451255,0.06239517156909448,0.26176119631285927,-0.007707189903835829,-0.05823048700089881,-0.025472533415210913
AIRMASS_WMEAN_I,7,0.6434265375137329,0.943067193031311,0.793246865272522,99988,0.34419130295635475,magaware_platt,0.07154292076724705,0.23625491749316951,0.0058263866801323266,0.9000380045605473,0.852704953063059,0.0792836664451255,0.06239517156909448,0.26176119631285927,-0.007740745677878441,-0.05656878488896215,-0.025506278819689754
AIRMASS_WMEAN_I,7,0.6434265375137329,0.943067193031311,0.793246865272522,99988,0.34419130295635475,magbinned_beta,0.07153727737438263,0.23615942806469234,0.0028430758269757527,0.9003880465655879,0.853963226884842,0.0792836664451255,0.06239517156909448,0.26176119631285927,-0.007746389070742862,-0.05955209574211873,-0.02560176824816693
AIRMASS_WMEAN_I,7,0.6434265375137329,0.943067193031311,0.793246865272522,99988,0.34419130295635475,magbinned_isotonic,0.0716240788821917,0.23680024361772942,0.004542583368302143,0.9004080489658759,0.8544066904497339,0.0792836664451255,0.06239517156909448,0.26176119631285927,-0.007659587562933792,-0.05785258820079234,-0.02496095269512985
AIRMASS_WMEAN_I,8,0.943067193031311,1.3155463933944702,1.1293067932128906,100033,0.3447562304439535,uncalibrated,0.07857419450621181,0.2598040929390879,0.060089460241576145,0.890336189057611,0.8522121032494476,0.07857419450621181,0.060089460241576145,0.2598040929390879,0.0,0.0,0.0
AIRMASS_WMEAN_I,8,0.943067193031311,1.3155463933944702,1.1293067932128906,100033,0.3447562304439535,beta,0.07147413190616354,0.2359865718340272,0.004589705596225345,0.9008927054072157,0.854128656347478,0.07857419450621181,0.060089460241576145,0.2598040929390879,-0.007100062600048265,-0.0554997546453508,-0.02381752110506072
AIRMASS_WMEAN_I,8,0.943067193031311,1.3155463933944702,1.1293067932128906,100033,0.3447562304439535,isotonic,0.07142722211955195,0.23602132735807288,0.002916340127845549,0.9009626823148361,0.8549253906192799,0.07857419450621181,0.060089460241576145,0.2598040929390879,-0.007146972386659858,-0.057173120113730595,-0.023782765581015025
AIRMASS_WMEAN_I,8,0.943067193031311,1.3155463933944702,1.1293067932128906,100033,0.3447562304439535,magaware_platt,0.07148597993333493,0.23601204948328114,0.006393155734826548,0.9009426889126588,0.8537611239835299,0.07857419450621181,0.060089460241576145,0.2598040929390879,-0.00708821457287688,-0.0536963045067496,-0.023792043455806766
AIRMASS_WMEAN_I,8,0.943067193031311,1.3155463933944702,1.1293067932128906,100033,0.3447562304439535,magbinned_beta,0.0714379802865743,0.23586884832758384,0.0046144628111266335,0.9008727120050384,0.8543435471077294,0.07857419450621181,0.060089460241576145,0.2598040929390879,-0.0071362142196375045,-0.055474997430449514,-0.023935244611504064
AIRMASS_WMEAN_I,8,0.943067193031311,1.3155463933944702,1.1293067932128906,100033,0.3447562304439535,magbinned_isotonic,0.07147021268919435,0.23687130487956867,0.0039266010207052015,0.9007027680865315,0.8544594059986227,0.07857419450621181,0.060089460241576145,0.2598040929390879,-0.007103981817017463,-0.05616285922087094,-0.022932788059519232
AIRMASS_WMEAN_I,9,1.3155463933944702,3.1885182857513428,2.2520323395729065,100003,0.3232803015909523,uncalibrated,0.07303516427380057,0.24269302318986938,0.055895282574109084,0.8994430167094987,0.8547702261633113,0.07303516427380057,0.055895282574109084,0.24269302318986938,0.0,0.0,0.0
AIRMASS_WMEAN_I,9,1.3155463933944702,3.1885182857513428,2.2520323395729065,100003,0.3232803015909523,beta,0.06640958212667945,0.22100115667677073,0.006192935094214999,0.9081727548173555,0.8556290974263839,0.07303516427380057,0.055895282574109084,0.24269302318986938,-0.006625582147121112,-0.049702347479894084,-0.02169186651309865
